id,name,type,location,criticality,owner,description,ip_address,os,software,processes,dependencies
IT-00101,Serveur - Dunkerque,Serveur,"Dunkerque, France",high,Direction Logistique,Serveur hébergeant des applications critiques pour Finance et Comptabilité. Exécute Oracle Database.,192.168.14.136,Linux (Ubuntu 20.04),Oracle Database,"Planification des Itinéraires, Sécurité et Conformité, Gestion des Réservations",IT-00010
IT-00102,Imprimante Réseau - Dubaï,Imprimante Réseau,"Dubaï, Émirats Arabes Unis",high,Direction Logistique,Imprimante Réseau utilisé pour Gestion des Stocks.,192.168.203.5,N/A,N/A,Approvisionnement,
IT-00103,Switch - Houston,Switch,"Houston, États-Unis",high,Direction IT,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.88.181,Cisco Catalyst 9000,Cisco Catalyst 9000,Planification des Itinéraires,"IT-00006, IT-00006, IT-00051"
IT-00104,Serveur de Bases de Données - Amsterdam,Serveur de Bases de Données,"Amsterdam, Pays-Bas",medium,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Gestion des Équipages. Stocke les données des clients. Capacité: 6 To.,192.168.173.144,N/A,PostgreSQL 14,"Finance et Comptabilité, Gestion des Stocks, Gestion des Flottes",IT-00095
IT-00105,Serveur de Bases de Données - Shenzhen,Serveur de Bases de Données,"Shenzhen, Chine",high,Direction Opérations,Serveur de Bases de Données hébergeant des applications critiques pour Douanes et Réglementations. Stocke les données des clients. Capacité: 6 To.,192.168.22.97,N/A,Oracle Database 19c,"Maintenance des Navires, Sécurité et Conformité, Gestion des Stocks",
IT-00106,Serveur Applicatif - Busan,Serveur Applicatif,"Busan, Corée du Sud",low,Direction IT,Serveur Applicatif hébergeant des applications critiques pour Communication Interne. Exécute Docker.,192.168.123.222,N/A,Docker,Analyse des Risques,"IT-00013, IT-00052"
IT-00107,Scanneur de Code-Barre - Dunkerque,Scanneur de Code-Barre,"Dunkerque, France",medium,Direction Opérations,Scanneur de Code-Barre utilisé pour Finance et Comptabilité.,N/A,N/A,Zebra DS9908,"Ressources Humaines, Approvisionnement, Planification des Itinéraires","IT-00054, IT-00042, IT-00075"
IT-00108,Portique Numérique - Hambourg,Portique Numérique,"Hambourg, Allemagne",low,Direction RH,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.61.95,Embedded Linux,Système de Contrôle Kalmar,"Suivi des Cargaisons, Gestion des Stocks",IT-00028
IT-00109,Switch - Amsterdam,Switch,"Amsterdam, Pays-Bas",medium,Direction RH,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.208.91,Cisco Catalyst 9000,Cisco Catalyst 9000,"Maintenance des Navires, Gestion des Flottes, Gestion des Clients","IT-00026, IT-00059, IT-00017"
IT-00110,Équipement Réseau - Rio de Janeiro,Équipement Réseau,"Rio de Janeiro, Brésil",critical,Direction Financière,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.162.36,Cisco IOS,Cisco IOS,Finance et Comptabilité,"IT-00016, IT-00022"
IT-00111,Portique Numérique - Dubaï,Portique Numérique,"Dubaï, Émirats Arabes Unis",medium,Direction RH,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.47.94,Embedded Linux,Système de Contrôle Kalmar,"Suivi des Cargaisons, Gestion des Flottes",IT-00096
IT-00112,Douchette de Lecture - Dubaï,Douchette de Lecture,"Dubaï, Émirats Arabes Unis",medium,Direction RH,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,"Finance et Comptabilité, Gestion des Équipages, Suivi des Cargaisons","IT-00099, IT-00072, IT-00108"
IT-00113,Poste de Travail Portable - Dubaï,Poste de Travail Portable,"Dubaï, Émirats Arabes Unis",medium,Direction Logistique,Poste de Travail Portable utilisé pour Approvisionnement. Configuré avec Microsoft Office 365.,192.168.96.213,Windows 11 Entreprise,Microsoft Office 365,Finance et Comptabilité,
IT-00114,Poste de Travail Portable - Brême,Poste de Travail Portable,"Brême, Allemagne",medium,Direction Logistique,Poste de Travail Portable utilisé pour Ressources Humaines. Configuré avec Microsoft Office 365.,192.168.28.29,Windows 11 Entreprise,Microsoft Office 365,Sécurité et Conformité,"IT-00075, IT-00029, IT-00025"
IT-00115,Poste de Travail Portable - Rotterdam,Poste de Travail Portable,"Rotterdam, Pays-Bas",high,Direction IT,Poste de Travail Portable utilisé pour Analyse des Risques. Configuré avec Microsoft Office 365.,192.168.236.17,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Stocks, Gestion des Flottes, Douanes et Réglementations",
IT-00116,Serveur de Fichiers - Dubaï,Serveur de Fichiers,"Dubaï, Émirats Arabes Unis",medium,Direction IT,Serveur de Fichiers utilisé pour Gestion des Stocks.,192.168.131.9,N/A,Samba,"Suivi des Cargaisons, Gestion des Réservations, Sécurité et Conformité",
IT-00117,Serveur de Fichiers - Brême,Serveur de Fichiers,"Brême, Allemagne",medium,Direction RH,Serveur de Fichiers utilisé pour Gestion des Réservations.,192.168.76.80,N/A,Samba,"Finance et Comptabilité, Ressources Humaines, Gestion des Flottes",
IT-00118,Routeur - Shanghai,Routeur,"Shanghai, Chine",high,Direction RH,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.89.194,Cisco IOS,Cisco 4000 Series,"Gestion des Équipages, Suivi des Cargaisons, Gestion des Stocks","IT-00057, IT-00032, IT-00008"
IT-00119,Terminal d'Impression - Dunkerque,Terminal d'Impression,"Dunkerque, France",medium,Direction Opérations,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.97.153,N/A,Firmware Xerox v5.2,Gestion des Clients,
IT-00120,Serveur Web - Singapour,Serveur Web,"Singapour, Singapour",low,Direction Financière,Serveur Web utilisé pour Sécurité et Conformité.,192.168.1.71,N/A,Apache HTTP Server,"Planification des Itinéraires, Ressources Humaines, Finance et Comptabilité",
IT-00121,Portique Numérique - Singapour,Portique Numérique,"Singapour, Singapour",low,Direction IT,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.84.196,Embedded Linux,Système de Contrôle Kalmar,"Analyse des Risques, Planification des Itinéraires","IT-00074, IT-00047"
IT-00122,Switch - New York,Switch,"New York, États-Unis",high,Direction Logistique,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.230.82,Cisco Catalyst 9000,Cisco Catalyst 9000,"Planification des Itinéraires, Gestion des Flottes, Suivi des Cargaisons",
IT-00123,Poste de Travail - Shenzhen,Poste de Travail,"Shenzhen, Chine",low,Direction Opérations,Poste de Travail utilisé pour Finance et Comptabilité. Configuré avec Microsoft Office 365.,192.168.218.250,Windows 11 Entreprise,Microsoft Office 365,Gestion des Stocks,"IT-00086, IT-00007, IT-00121"
IT-00124,Équipement Réseau - Amsterdam,Équipement Réseau,"Amsterdam, Pays-Bas",high,Direction Opérations,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.217.129,Cisco IOS,Cisco IOS,"Communication Interne, Analyse des Risques, Gestion des Stocks",IT-00113
IT-00125,Scanneur de Code-Barre - Santos,Scanneur de Code-Barre,"Santos, Brésil",high,Direction RH,Scanneur de Code-Barre utilisé pour Gestion des Stocks.,N/A,N/A,Zebra DS9908,Finance et Comptabilité,IT-00053
IT-00126,Switch - Yokohama,Switch,"Yokohama, Japon",high,Direction RH,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.183.208,Cisco Catalyst 9000,Cisco Catalyst 9000,"Douanes et Réglementations, Analyse des Risques",
IT-00127,Imprimante Réseau - Singapour,Imprimante Réseau,"Singapour, Singapour",medium,Direction Financière,Imprimante Réseau utilisé pour Finance et Comptabilité.,192.168.26.222,N/A,N/A,Ressources Humaines,
IT-00128,Équipement Réseau - Hambourg,Équipement Réseau,"Hambourg, Allemagne",medium,Direction Financière,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.143.160,FortiOS 7.4,Cisco IOS,"Communication Interne, Sécurité et Conformité","IT-00017, IT-00121"
IT-00129,Terminal d'Impression - Busan,Terminal d'Impression,"Busan, Corée du Sud",critical,Direction Logistique,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.216.93,N/A,Firmware Xerox v5.2,"Approvisionnement, Sécurité et Conformité","IT-00067, IT-00056, IT-00096"
IT-00130,Imprimante Réseau - Shanghai,Imprimante Réseau,"Shanghai, Chine",low,Direction Opérations,Imprimante Réseau utilisé pour Gestion des Réservations.,192.168.219.237,N/A,N/A,"Sécurité et Conformité, Communication Interne","IT-00089, IT-00100, IT-00018"
IT-00131,Serveur de Bases de Données - Houston,Serveur de Bases de Données,"Houston, États-Unis",medium,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Planification des Itinéraires. Stocke les données des cargaisons. Capacité: 5 To.,192.168.79.121,N/A,Oracle Database 19c,Gestion des Équipages,"IT-00028, IT-00083, IT-00112"
IT-00132,Serveur Web - Singapour,Serveur Web,"Singapour, Singapour",medium,Direction RH,Serveur Web utilisé pour Suivi des Cargaisons.,192.168.41.203,N/A,Nginx,"Gestion des Réservations, Planification des Itinéraires, Gestion des Flottes",IT-00078
IT-00133,Équipement Réseau - Rio de Janeiro,Équipement Réseau,"Rio de Janeiro, Brésil",medium,Direction Logistique,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.176.10,FortiOS 7.4,Cisco IOS,"Planification des Itinéraires, Douanes et Réglementations","IT-00126, IT-00028"
IT-00134,Imprimante Réseau - Ningbo,Imprimante Réseau,"Ningbo, Chine",low,Direction Financière,Imprimante Réseau utilisé pour Suivi des Cargaisons.,192.168.90.209,N/A,N/A,"Gestion des Réservations, Gestion des Clients",IT-00020
IT-00135,Pare-feu - Singapour,Pare-feu,"Singapour, Singapour",high,Direction RH,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.104.18,FortiOS 7.4,FortiGate 2000E,"Gestion des Clients, Ressources Humaines","IT-00002, IT-00041"
IT-00136,Serveur de Bases de Données - New York,Serveur de Bases de Données,"New York, États-Unis",high,Direction Financière,Serveur de Bases de Données hébergeant des applications critiques pour Ressources Humaines. Stocke les données des cargaisons. Capacité: 1 To.,192.168.47.101,N/A,PostgreSQL 14,"Gestion des Stocks, Approvisionnement, Planification des Itinéraires","IT-00052, IT-00033, IT-00005"
IT-00137,Serveur de Sauvegarde - Yokohama,Serveur de Sauvegarde,"Yokohama, Japon",medium,Direction Logistique,Serveur de Sauvegarde utilisé pour Finance et Comptabilité.,192.168.196.241,N/A,Veeam Backup,Approvisionnement,"IT-00054, IT-00043, IT-00108"
IT-00138,Portique Numérique - Dubaï,Portique Numérique,"Dubaï, Émirats Arabes Unis",medium,Direction Financière,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.71.171,Embedded Linux,Système de Contrôle Kalmar,"Analyse des Risques, Communication Interne","IT-00026, IT-00116, IT-00120"
IT-00139,Douchette de Lecture - Le Havre,Douchette de Lecture,"Le Havre, France",high,Direction IT,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,"Douanes et Réglementations, Maintenance des Navires","IT-00126, IT-00090, IT-00118"
IT-00140,Terminal d'Impression - Hambourg,Terminal d'Impression,"Hambourg, Allemagne",low,Direction Financière,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.15.17,N/A,Firmware Xerox v5.2,Communication Interne,IT-00125
IT-00141,Douchette de Lecture - Tokyo,Douchette de Lecture,"Tokyo, Japon",low,Direction Financière,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,Analyse des Risques,"IT-00074, IT-00041, IT-00073"
IT-00142,Poste de Travail - Dubaï,Poste de Travail,"Dubaï, Émirats Arabes Unis",medium,Direction RH,Poste de Travail utilisé pour Gestion des Flottes. Configuré avec Microsoft Office 365.,192.168.144.250,Windows 11 Entreprise,PuTTY,"Finance et Comptabilité, Gestion des Flottes","IT-00104, IT-00058, IT-00081"
IT-00143,Serveur - Dubaï,Serveur,"Dubaï, Émirats Arabes Unis",medium,Direction Opérations,Serveur hébergeant des applications critiques pour Gestion des Stocks. Exécute PostgreSQL.,192.168.154.155,Linux (Ubuntu 20.04),PostgreSQL,"Maintenance des Navires, Gestion des Clients, Douanes et Réglementations","IT-00082, IT-00015, IT-00099"
IT-00144,Serveur de Bases de Données - Dunkerque,Serveur de Bases de Données,"Dunkerque, France",critical,Direction Opérations,Serveur de Bases de Données hébergeant des applications critiques pour Maintenance des Navires. Stocke les données des cargaisons. Capacité: 6 To.,192.168.224.228,N/A,PostgreSQL 14,Gestion des Flottes,"IT-00142, IT-00006, IT-00063"
IT-00145,Douchette de Lecture - Singapour,Douchette de Lecture,"Singapour, Singapour",low,Direction IT,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,"Finance et Comptabilité, Communication Interne, Gestion des Équipages","IT-00072, IT-00066, IT-00034"
IT-00146,Serveur Web - Shanghai,Serveur Web,"Shanghai, Chine",low,Direction IT,Serveur Web utilisé pour Gestion des Réservations.,192.168.121.116,N/A,Apache HTTP Server,"Analyse des Risques, Gestion des Stocks",
IT-00147,Routeur - Rotterdam,Routeur,"Rotterdam, Pays-Bas",medium,Direction RH,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.48.144,Cisco IOS,Cisco 4000 Series,Analyse des Risques,"IT-00145, IT-00084"
IT-00148,Imprimante Réseau - New York,Imprimante Réseau,"New York, États-Unis",medium,Direction Financière,Imprimante Réseau utilisé pour Gestion des Clients.,192.168.56.158,N/A,N/A,"Analyse des Risques, Finance et Comptabilité, Gestion des Clients",
IT-00149,Scanneur de Code-Barre - Singapour,Scanneur de Code-Barre,"Singapour, Singapour",medium,Direction IT,Scanneur de Code-Barre utilisé pour Approvisionnement.,N/A,N/A,Zebra DS9908,"Gestion des Clients, Planification des Itinéraires, Gestion des Réservations",
IT-00150,Station de Travail - Singapour,Station de Travail,"Singapour, Singapour",high,Direction Logistique,Station de Travail utilisé pour Gestion des Stocks.,192.168.158.245,N/A,N/A,Communication Interne,
IT-00151,Switch - Hambourg,Switch,"Hambourg, Allemagne",high,Direction Financière,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.87.146,Cisco Catalyst 9000,Cisco Catalyst 9000,Gestion des Équipages,
IT-00152,Scanneur de Code-Barre - Santos,Scanneur de Code-Barre,"Santos, Brésil",medium,Direction Logistique,Scanneur de Code-Barre utilisé pour Sécurité et Conformité.,N/A,N/A,Zebra DS9908,Communication Interne,"IT-00141, IT-00150"
IT-00153,Poste de Travail - Marseille,Poste de Travail,"Marseille, France",medium,Direction Financière,Poste de Travail utilisé pour Douanes et Réglementations. Configuré avec PuTTY.,192.168.248.38,Windows 11 Entreprise,PuTTY,Finance et Comptabilité,
IT-00154,Portique Numérique - Rio de Janeiro,Portique Numérique,"Rio de Janeiro, Brésil",medium,Direction Financière,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.172.44,Embedded Linux,Système de Contrôle Kalmar,"Planification des Itinéraires, Communication Interne",IT-00068
IT-00155,Terminal d'Impression - Los Angeles,Terminal d'Impression,"Los Angeles, États-Unis",medium,Direction Opérations,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.54.63,N/A,Firmware Xerox v5.2,Planification des Itinéraires,"IT-00149, IT-00029"
IT-00156,Poste de Travail Portable - Singapour,Poste de Travail Portable,"Singapour, Singapour",medium,Direction IT,Poste de Travail Portable utilisé pour Gestion des Clients. Configuré avec Microsoft Office 365.,192.168.56.221,Windows 11 Entreprise,Microsoft Office 365,Sécurité et Conformité,IT-00076
IT-00157,Scanneur de Code-Barre - Rotterdam,Scanneur de Code-Barre,"Rotterdam, Pays-Bas",low,Direction IT,Scanneur de Code-Barre utilisé pour Gestion des Stocks.,N/A,N/A,Zebra DS9908,Gestion des Flottes,"IT-00117, IT-00020, IT-00072"
